date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-08-31,19.3125,11.233333333333334,285.625,7.070833333333333,3.733333333333333,55.875,0.3179166666666667,14.958333333333334,1.6208333333333333,43.5,23.416666666666668
2025-09-01,13.983333333333334,8.791666666666666,351.875,6.891666666666667,3.9375,50.541666666666664,0.3675,9.958333333333334,1.3416666666666668,43.416666666666664,22.75
2025-09-02,15.625,10.545833333333333,321.2916666666667,7.8625,4.058333333333334,50.958333333333336,0.33208333333333334,10.375,1.0291666666666666,38.0,21.541666666666668
2025-09-03,26.575,15.608333333333334,318.9583333333333,8.504166666666666,4.6625000000000005,63.333333333333336,0.5133333333333333,21.333333333333332,1.2479166666666666,48.208333333333336,27.291666666666668
2025-09-04,27.883333333333336,15.954166666666666,345.3333333333333,9.383333333333333,4.666666666666667,55.583333333333336,0.45999999999999996,22.833333333333332,1.95625,62.916666666666664,36.041666666666664
2025-09-05,18.491666666666667,11.745833333333332,313.4166666666667,9.545833333333333,4.4,50.708333333333336,0.3204166666666667,12.458333333333334,1.9791666666666667,52.625,27.833333333333332
2025-09-06,20.945833333333333,13.616666666666667,374.2083333333333,9.704166666666667,4.5249999999999995,52.791666666666664,0.31333333333333335,13.75,2.122916666666667,50.166666666666664,25.958333333333332
2025-09-07,30.729166666666668,18.787499999999998,366.5833333333333,12.679166666666667,5.779166666666666,52.416666666666664,0.3833333333333333,22.291666666666668,2.2708333333333335,59.083333333333336,32.791666666666664
2025-09-08,21.349999999999998,15.625,420.7083333333333,12.620833333333332,5.9375,56.5,0.31875000000000003,10.916666666666666,2.275,61.791666666666664,35.583333333333336
2025-09-09,27.458333333333332,21.995833333333334,467.5833333333333,19.5625,9.295833333333333,64.25,0.34375,10.5,2.129166666666667,61.208333333333336,39.458333333333336
2025-09-10,28.066666666666666,25.90833333333333,448.5416666666667,20.974999999999998,10.183333333333334,62.25,0.43875,4.25,1.3583333333333334,83.375,61.333333333333336
2025-09-11,30.59166666666667,25.90416666666667,360.6666666666667,9.233333333333333,7.95,77.125,0.6475000000000001,9.0,0.7875,72.58333333333333,50.333333333333336
2025-09-12,36.32083333333333,30.400000000000002,434.75,10.991666666666667,8.512500000000001,77.54166666666667,0.72625,11.791666666666666,0.8895833333333334,88.54166666666667,64.125
2025-09-13,26.7375,25.1125,582.4583333333334,10.15,7.095833333333334,84.16666666666667,0.8354166666666667,3.25,1.0625,81.95833333333333,61.5
2025-09-14,12.204166666666667,11.958333333333334,537.5,10.079166666666667,4.995833333333334,72.625,0.3325,0.375,1.1291666666666667,64.08333333333333,41.583333333333336
2025-09-15,12.137500000000001,11.954166666666666,399.5416666666667,11.016666666666666,5.020833333333333,64.0,0.36874999999999997,0.16666666666666666,1.03125,51.083333333333336,27.333333333333332
2025-09-16,17.033333333333335,16.766666666666666,647.6666666666666,13.670833333333334,6.091666666666666,68.16666666666667,0.4054166666666667,0.25,1.2979166666666666,53.541666666666664,32.208333333333336
2025-09-17,19.8625,19.620833333333334,634.5416666666666,14.775,7.033333333333334,79.08333333333333,0.4116666666666667,0.3333333333333333,1.6791666666666665,64.20833333333333,41.916666666666664
2025-09-18,15.566666666666668,15.341666666666667,459.5833333333333,11.987499999999999,7.941666666666666,78.25,0.3020833333333333,0.125,1.8333333333333333,61.25,38.708333333333336
2025-09-19,14.862499999999999,14.654166666666667,449.7916666666667,11.754166666666668,6.458333333333333,70.29166666666667,0.3066666666666667,0.041666666666666664,2.060416666666667,56.375,33.791666666666664
2025-09-20,15.270833333333334,15.237499999999999,436.5416666666667,10.595833333333333,5.466666666666666,77.0,0.36874999999999997,0.0,1.9020833333333333,55.916666666666664,35.958333333333336
2025-09-21,19.474999999999998,19.354166666666668,480.3333333333333,10.200000000000001,7.029166666666666,80.70833333333333,0.44375000000000003,0.0,1.7583333333333335,61.166666666666664,39.666666666666664
2025-09-22,17.537499999999998,17.195833333333333,472.25,10.641666666666667,6.570833333333333,74.5,0.4595833333333333,0.625,1.1854166666666666,61.458333333333336,38.875
2025-09-23,15.804166666666667,14.924999999999999,381.875,10.154166666666667,8.008333333333333,69.875,0.5166666666666667,1.7083333333333333,0.6333333333333333,60.791666666666664,35.541666666666664
2025-09-24,24.008333333333336,21.5125,342.7916666666667,7.895833333333333,6.875,75.875,0.5779166666666666,4.708333333333333,1.6187500000000001,61.208333333333336,37.416666666666664
2025-09-25,15.908333333333333,14.799999999999999,330.1666666666667,7.833333333333333,7.520833333333333,66.79166666666667,0.3875,2.0,1.3270833333333332,68.04166666666667,43.666666666666664
2025-09-26,13.054166666666667,12.4625,453.3333333333333,10.6875,6.683333333333334,65.83333333333333,0.42333333333333334,1.25,0.6270833333333333,50.458333333333336,28.041666666666668
2025-09-27,8.058333333333334,7.883333333333333,433.9166666666667,8.575000000000001,6.1499999999999995,68.95833333333333,0.30791666666666667,0.5,0.7666666666666666,46.208333333333336,28.25
2025-09-28,8.0625,7.466666666666666,335.5416666666667,6.7250000000000005,4.129166666666666,60.541666666666664,0.235,1.125,1.21875,30.416666666666668,24.208333333333332
2025-09-29,10.108333333333333,9.320833333333333,379.2916666666667,7.670833333333333,4.416666666666667,59.458333333333336,0.23791666666666667,1.5416666666666667,2.0395833333333333,36.833333333333336,23.833333333333332
2025-09-30,12.595833333333333,9.929166666666667,404.4166666666667,8.137500000000001,4.483333333333333,55.0,0.205,4.541666666666667,2.0875,38.958333333333336,22.708333333333332
2025-10-01,11.625,9.316666666666666,403.125,8.229166666666666,4.745833333333334,52.208333333333336,0.2654166666666667,3.7083333333333335,1.6833333333333333,39.791666666666664,22.125
2025-10-02,11.666666666666666,9.674999999999999,409.4166666666667,9.6,5.420833333333333,46.0,0.27958333333333335,2.875,1.3,40.208333333333336,20.875
